微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
A2IOibgiN,我举个具体例子来说明权力不受约束时会导致每个人的思维如何变形: 老公公司目前正投标承接该市某项目，而我恰恰因接送孩子认识本市市长(很帅哦)，如果在中国，我，一定想方设法接近他，而在德国，就算我跟他混上床，他都不可能把项目拍给我(不是我魅力不够大，而是他权力不够大)!!  ,,无,无,无,2013-08-01 14:11,微博 weibo.com,4,12,1
A2ApJ5DFa,网友说: 政府立法时理应保护有利于社会的传统家庭，性与婚姻观念，没有稳定家庭，国从何来呢？答: 政府立法时理应保护人权，没有人人平等，国为何存在? 中国目前的婚姻家庭状况，对不起，还真不如德国观念传统，别的甭说，几千万留守儿童，放到德国，都属于违反人性违反法律的社会现象。@一桐_Yitong  ,,无,无,无,2013-07-31 16:48,微博 weibo.com,14,8,7
A2xkyAy99,性这东西，就像蒸汽，你承不承认，它都存在(2%无性人除外)，愣往下压制的结局，轻则令人泄气，怨气冲天; 重则大爆炸，伤人又伤己。正确做法是承认正视它，管理疏导它，它就会像火车头那样，带你轻松走四方跑天下，享尽沿途风光。  ,,无,无,无,2013-07-31 08:57,微博 weibo.com,11,12,6
A2iM7s2kr,"网上挺好玩，上面一张提裙旗袍照有人@SexFriend ，此人勇气可嘉，上来就说""身材保持这么好，单身必炮之。"" 我正琢磨，这谁呀这么不知死活，有个网友提醒他""炮哥别想了，人家养洋鸟。"" SexFriend毫不客气回复他:""你个怂包!"" 炮哥名不虚传，嘴上功夫厉害，把我都逗笑了。  ",,无,无,无,2013-07-29 19:54,微博 weibo.com,3,5,22
A1OowzDHP,"""不知道Klitoris在哪你就不能满足妻子，妻子不满足脾气就不好，脾气一不好关系就紧张，关系一紧张你们就分手，你们一分手孩子就尿床，孩子一尿床就被小朋友嘲笑，一被嘲笑就性格孤僻，一孤僻就完不成学业，完不成学业就没职业，一没职业就犯罪，抢银行...这一切都是因为你不知道Klitoris到底在哪!!""  ",,无,无,无,2013-07-26 14:33,微博 weibo.com,5,19,7
A1OcpqpVa,爱情只是两个能玩到一起，说到一起，做到一起的人找到了对方而已，任何其它因素都不属于爱情，所谓责任，是保持和这个人积极玩，积极说，积极做的热情和冲动，而不是懒得分手的惰性和麻木。热情和冲动不仅仅是对爱情的责任，更是对生命的责任，因为我们活一天就少一天。  ,,无,无,无,2013-07-26 14:04,微博 weibo.com,25,61,10
A1EU0BcTx,老公不明白那些为传宗接代而生孩子的人，他说: 人生或婚姻，就像一场Party，你是举办它的主人，举办得好，至少令人舒服，才好意思请别人参加，尤其是自己的亲生骨肉，你请TA来这个世界，不是要当你糟糕人生或婚姻的观众，也做不了你糟糕人生或婚姻的救星，TA只是个无辜的客人，被你败坏了兴致。  ,,无,无,无,2013-07-25 14:23,微博 weibo.com,51,210,48
A1xp9gDUD,之所以转这篇是想提醒广大女生，绝大部分男人都是主动开始一段关系，被动结束一段关系。追人时男人目标明确，甩人时男人声东击西。如果男友或丈夫小气，孝顺，木讷，忙碌，冷漠到令人无法忍受的地步，往往是他无法忍受你的时候，请主动提分手。记住，爱你的男人，得罪全世界，也不敢得罪你!  ,,无,无,无,2013-07-24 19:18,新浪博客,22,62,8
A1pU2pNAo,"老公要买3D复印机，我嫌那东西一点实用价值没有，纯粹当玩具太贵了，他劝我，买来之后可以Scan他的Penis再Copy，我就可以拿他的正宗原版复印件把玩了。我一听，确实是件激动人心的好事儿，就同意了，正跃跃欲试时他又没兴趣买了，我念念不忘说""万一闹离婚，你一定先Copy给我留个纪念啊。""  ",,无,无,无,2013-07-24 00:12,微博 weibo.com,5,3,6
A1pNygp5m,"太阳出奇好，枕头被子拿出去晒，晚上忘了及时收进，天一擦黑，湿气就来，当晚不能盖，只好翻出其它被子，我犯懒，不愿套枕套，老公非要套，我说""反正枕头是临时的，就合一夜，干吗那么麻烦?"" 他说""那不行，枕头是临时的，睡眠不是临时的，就算一夜也是正式的，不就合。"" 贱人真矫情。  ",,无,无,无,2013-07-23 23:56,微博 weibo.com,11,3,1
A1mOffrqA,"""大卫年纪老迈，虽用被遮盖仍不觉暖，臣仆对他说`不如为我主我王寻找一个处女伺候王奉养王，睡在王怀中，好叫我主我王得暖。` 于是在以色列全境寻找美貌童女...这童女极美，她奉养王伺候王，王却没有与她亲近。""(列王纪上1章1-4节) ---大卫不是不肯亲近，只是有心无力罢了，临死临死还整一个处女陪葬。  ",,无,无,无,2013-07-23 16:20,微博 weibo.com,1,1,7
A1fPFtEFq,"请各个教派不要在我这里班门弄斧跳大神儿了，天主教徒搞了半天都没弄懂基督精神，圣经新约最大教规是""全心全意全智爱你的神""，第二大教规是""爱人如爱己(包括仇敌)""! 做不到这点，举着多少十字架都白费，要不是通过我给人解释基督精神帮你们解围，你们把多少人都吓跑了，我都替耶稣倒吸了口凉气。  ",,无,无,无,2013-07-22 22:34,微博 weibo.com,6,4,77
A1d1F5wf2,网友天主教徒给我写道: 我感觉，不管以前有什么样遭遇，尤其是不好的甚至错误的经历，最好不要拿出来广而告之。因为这样并不能弥补歉疚和后悔，更不能因为大胆说出来就真的得到宽赦和自我坦然，反而更可能招致他人产生犯罪的心理。所以，不讲出来至少可以保护他人纯洁。  ,,无,无,无,2013-07-22 15:25,微博 weibo.com,5,9,2
A0YvG8s48,到处买热裤，没买到符合我要求的超级短裤，一怒之下抄起剪刀，咔嚓一剪子下去就制造出我要的效果了，短到露出屁股上一小砣肉，在屁股与大腿交界处还有一条线，德语杂志上说，有这条线就是性感，最适合穿热裤，我一读完，就想，我这条线不穿热裤就浪费啦呀，于是剪了一条裤子。  ,,无,无,无,2013-07-21 02:28,微博 weibo.com,14,4,26
A0Yrs2WYP,"朋友看到某征婚启事，某博士，45，有婚史，诚征感情经历单纯之女士，朋友说""跟这类男人上床，女人吧，也挺为难，真不知道是让他爽好还是不让他爽好，让他爽了吧，怕他认为你感情经历不单纯，不让他爽吧，又感觉怀才不遇，哎，这种傻冒都45了还没活明白呢。""  ",,无,无,无,2013-07-21 02:18,微博 weibo.com,14,57,19
A0MAZe87v,我写的东西里30%是受老公直接或间接影响，不管是写小说，还是写微博，我经常跟老公海阔天空讨论唠叨，他的很多意见想法都不知不觉被我吸收了，所以我才坚信，你通过一个女人的婚恋观能看出她老公或跟她有亲密关系的男人的思想境界，夫妻是互相影响共同成长的，达不到这程度的，就打架斗殴离婚分手了。  ,,无,无,无,2013-07-19 20:08,微博 weibo.com,18,23,8
A0Mf9yY1t,2003年暑假，我结婚怀孕，住在森林边儿，出门一拐就是幽荫静谧的林间小路，阳光被打碎，熏风被冰镇，甭管什么，一进森林，先被扒一层皮，变安静了变冷静了变平静了，变得像树影一样无声无息....2003年暑假，我挺着肚子，在德国森林里游荡，与树影难解难分中，忽然想写点什么。  ,,无,无,无,2013-07-19 19:14,微博 weibo.com,9,9,6
A0Kp1r087,对女人来讲，年龄上涨会贬值，智慧上涨会增值，年龄与智慧在赛跑: 智慧赢了年龄，女人会老而弥坚; 智慧输了年龄，女人便坐以待毙。我不隐瞒自己的年龄，也不隐瞒眼角的皱纹(从未PS照片)，因为，我从未靠脸蛋取胜过，现在也不怕它老去。  ,,无,无,无,2013-07-19 14:33,微博 weibo.com,237,178,103
A0uma8ONC,省钱容易赚钱难，嫁人容易幸(性)福难。女孩子用装纯来嫁人，就像用省钱来发财一样，难度小，但富不了! 什么男人会天天教育你省吃俭用?? 什么男人会天天教化你无欲无求?? 恰恰是那些在乎钱却赚不来钱的男人，有欲望却没精气的男人!!! 嫁给这样的男人不难，难的是，一辈子小鸡肚肠熬日子。@ayawawa  ,,无,无,无,2013-07-17 21:42,微博 weibo.com,45,58,34
A0sYAhG8E,夫妻在一起久了，不但长相气质会渐渐接近，思想性格也会慢慢趋近，因为，只有这样才能和谐共鸣，若渐行渐远背道而驰，则不可能长治久安!! 这就是为什么我敢断言 @ayawawa 老公鸡小胸窄的原因，因为她的言论是夫妻二人互相影响共同作用开出的奇葩，不是她独自培育的恶果!  ,,无,无,无,2013-07-17 18:11,微博 weibo.com,33,22,56
A0szjiqi2,德语中吹毛求疵或谨小慎微，拘泥小节的说法: Korinthenkacker(屙葡萄干大便的人)，Haarspalter(分裂头发丝的人)，Erbsenzähler(数豌豆的人)，Paragraphreiter(骑在条款上的人)。融会贯通两种语言的人想象力不丰富都难啊。  ,,无,无,无,2013-07-17 17:09,微博 weibo.com,7,24,6
A0jMz80fy,只要男人睡了就要嫁给他，只要男人娶了就要为他生孩子的女人，都是弱智! 记住，跟男人上床，是你在挑他，不是他在挑你; 是你在验货，不是他在验你! 处女膜是你的，子宫是你的，将来生下来的孩子也是你的(除某些极端母亲，没见过扔自己孩子的妈妈)，你不为它们负责，男人也负不起这个责!  ,,无,无,无,2013-07-16 18:47,微博 weibo.com,28,19,18
A0idI9XcU,我老公就不理解那些出轨的男人，他说，性爱是女人的良药，男人不把良药给自己老婆，却给别人老婆送药忙，最后你老婆病了，还不是你陪着受罪，难道别人老公会因为你给他老婆送药了，而跑来替你照顾你老婆吗? 这就像妻子做完饭却不给老公吃饱，偷着分给别人吃，最后你老公饿坏了身体，还不是你受罪照顾!  ,,无,无,无,2013-07-16 14:49,微博 weibo.com,14,29,17
A0i3ZlquE,"网友给我写道: ""肝主疏泄，喜条达而恶抑郁。原先情怀不畅，肝气郁滞，自然影响经期。""-----怪不得我在第一次婚姻后半段月经越来越不准，本来我年轻时身体健康性格活泼，结错一次婚，把经期搞乱了，看过中西医，都找不出啥病。直到跟老公订婚后，又长头发又不痛经，啥毛病啥心病一次性痊愈了。  ",,无,无,无,2013-07-16 14:25,微博 weibo.com,3,8,8
A0dCXoegk,"我对孩子吃甜食很严格，那天给两个孩子分吃小熊糖(Gummibärchen，德国孩子很喜欢吃的一种软糖，类似高粱贻)，我说""每人允许六个。"" 因德语6(Sechs)和Sex发音一致，老公接茬到，""那我也允许Sex."" 孩子一听说""你是大人，怎么也要Sechs啊?"" 老公看着我说""我们大人就喜欢Sex啊"" 把我给乐的。  ",,无,无,无,2013-07-16 03:07,微博 weibo.com,7,2,3
A0dzo45LM,"德国一年四季雨量大，草地几乎不需浇水，最近天气干燥，老公割完草浇水，我说""天气预报说过几天就下雨了，现在何必费事，不能再等几天吗?"" 他说""她(草地是阴性词)跟女人一样，想要湿的时候，男人就得浇，等几天就不相爱了(sich nicht grün""不绿了""在德语中是双关语，表示不相爱了).""  ",,无,无,无,2013-07-16 02:58,微博 weibo.com,11,2,5
A0bELgGuO,男网友怒气冲冲说: 女人忠诚就不会轻易离开男人，不会在几年、几个月，几天，几分钟之后又发部消息说她找到了更好真爱! 答: 不管男女都有趋利避害的人性，没有谁会轻易离开令自己幸福温暖舒适开心的人或东西，争取做个令他人幸福温暖舒适开心的男(女)人，你才会找到更好真爱，而不是那个离开你的人。  ,,无,无,无,2013-07-15 22:06,微博 weibo.com,12,18,10
A09zFyEMs,"网友问: 公婆搬来同住老公就什么家务都不做了，没同住前却勤快得不得了，这可怎么办？答: 那就在公婆看不见的地方让他给你捶背捏脚好了 其实，你老公是个聪明丈夫和儿子，他这样做是为你好! 像我，从来都是这样嘱咐老公的""只要你爸妈在，你啥都别干，白天我替你斟茶水，晚上你替我倒洗脚水。""  ",,无,无,无,2013-07-15 16:48,微博 weibo.com,9,19,7
zFRQseCu4,"好女孩儿即对性没兴趣，也对钱没兴趣，还要死要活要嫁人，每当遇到这种无欲无求的女孩儿，我都特想不怀好意问一句""您嫁人到底图什么?"" 就图个爱情? 那我趁早告诉您，男人还就受不了您这种无欲无求的爱情，宁可找一个图他点什么的坏女孩儿，好享受给女人高潮让女人高兴的成就感!  ",,无,无,无,2013-07-14 02:08,微博 weibo.com,18,16,10
zFOlhezSb,昨天大女儿领回成绩单，除体育，手工，伦理课得2分以外，其它课程都是1分，爷爷奶奶答应她如果主要科目德语，数学等得1分，就带她和妹妹去奥地利，我和她爸爸答应她如果成绩好就带她和妹妹去巴黎，昨天领到成绩后她如愿以偿如释重负，妹妹啥都不干，光跟着沾光了，这姐姐真靠谱。  ,,无,无,无,2013-07-13 17:13,微博 weibo.com,9,1,12
zFGCizP2n,网友问: 一男一女很有好感却为一直没互相确认而苦恼，搞不懂为啥不说出来，能点拨下这个没啥含金量的问题么? 答: 就让他俩憋出肾结石双双住院当同房病友算了，呵呵。我也不懂他俩为啥喜欢浪费大好生命在好感里，而不往好事上走。有可能只是深厚友谊，还没上升到情欲高度，或者还没堕落到情欲深渊吧。  ,,无,无,无,2013-07-12 21:33,微博 weibo.com,5,3,15
